,hit_id,sample_id,subject_id,ref_id
5573,UESU01.45.1_10/20-361,SAMN06115399,SAMN06115399,S296
5574,UESU01.45.1_5/20-361,SAMN06115399,SAMN06115399,S282
5575,UESU01.14464.1_2/10-347,SAMN06115399,SAMN06115399,S96
5576,UESU01.14464.1_1/63-344,SAMN06115399,SAMN06115399,NA
5577,UESU01.45.1_4/4-420,SAMN06115399,SAMN06115399,S342
5578,UESU01.45.1_9/7-420,SAMN06115399,SAMN06115399,NA
5579,CABUWE01.10.1_20/21-362,SAMEA5853940,NA,S945
5580,CABUWE01.10.1_21/62-342,SAMEA5853940,NA,S212
5581,UEPP01.197.1_2/20-359,SAMN06115494,SAMN06115494,S1619
5582,UEPP01.197.1_3/24-306,SAMN06115494,SAMN06115494,S1554
5583,USVS01.1202.1_22/21-362,SAMN06112074,SAMN06112074,S97
5584,USVS01.1202.1_23/63-344,SAMN06112074,SAMN06112074,NA
5585,UPFJ01.23535.1_1/5-398,SAMEA2737680,NA,S645
5586,UPFJ01.52784.1_1/18-316,SAMEA2737680,NA,S880
5587,ORQU01.34453.1_1/3-267,SAMEA2338642,SAMEA2338642,S1391
5588,USWO01.1423.1_14/21-362,SAMN06111963,SAMN06111963,S96
5589,USWO01.1423.1_13/63-344,SAMN06111963,SAMN06111963,NA
5590,USWO01.74335.1_1/1-197,SAMN06111963,SAMN06111963,S895
5591,ORLR01.29197.1_1/4-206,SAMN04329862,NA,NA
5592,ORLR01.19500.1_1/2-89,SAMN04329862,NA,NA
5593,OYFB01.1703.1_1/63-241,SAMN06165564,19966838,NA
5594,OVGN01.28371.1_2/12-266,SAMN06016339,SAMN06016339,S1491
5595,OQHG01.13949.1_2/12-350,SAMD00036214,NA,S1491
5596,OQHG01.13949.1_3/1-177,SAMD00036214,NA,S1453
5597,UEQX01.5863.1_4/10-349,SAMN06115425,SAMN06115425,S96
5598,UEQX01.5863.1_5/63-344,SAMN06115425,SAMN06115425,NA
5599,ORJB01.11313.1_1/4-181,SAMN04329819,NA,NA
5600,OZGC01.4372.1_2/20-361,SAMN06165107,50304865,S959
5601,OZGC01.4372.1_3/4-419,SAMN06165107,50304865,S561
5602,USWH01.57054.1_1/26-263,SAMN06112081,SAMN06112081,S1734
5603,ULUK01.48621.1_1/4-320,SAMEA4835758,SAMEA4835758,NA
5604,ULUK01.62181.1_1/7-184,SAMEA4835758,SAMEA4835758,NA
5605,OYHR01.1010.1_2/12-336,SAMN06165473,16853657,S1735
5606,UXRG01.3713.1_6/21-362,SAMEA2163432,SAMEA2163432,S96
5607,UXRG01.3713.1_5/63-344,SAMEA2163432,SAMEA2163432,NA
5608,UZPO01.2782.1_3/21-362,SAMN00791966,SAMN00791966,S97
5609,UZPO01.2782.1_2/63-344,SAMN00791966,SAMN00791966,NA
5610,UPPY01.23547.1_1/21-360,SAMEA2737748,NA,S96
5611,UPPY01.547.1_41/18-361,SAMEA2737748,NA,S877
5612,UPPY01.547.1_40/5-398,SAMEA2737748,NA,S645
5613,UPPY01.23547.1_2/1-179,SAMEA2737748,NA,NA
5614,OXCW01.30234.1_1/8-126,SAMN05827022,P005279,NA
5615,OYUQ01.404.1_2/96-377,SAMN06165683,70636351,NA
5616,OYUQ01.404.1_1/21-218,SAMN06165683,70636351,NA
5617,OYUQ01.2662.1_1/4-138,SAMN06165683,70636351,NA
5618,OYUW01.2828.1_2/5-374,SAMN06165355,10598702,S770
5619,OYUW01.1569.1_1/21-362,SAMN06165355,10598702,S96
5620,OYUW01.2828.1_1/12-300,SAMN06165355,10598702,S1198
5621,OYUW01.1569.1_2/105-386,SAMN06165355,10598702,NA
5622,ORTR01.41459.1_1/63-235,SAMEA2338819,NA,NA
5623,ORTR01.25898.1_1/27-162,SAMEA2338819,NA,NA
5624,OYXS01.52335.1_1/4-183,SAMN06164958,30095454,S1458
5625,CAAEWF01.175.1_2/6-370,SAMEA5278295,NA,S1120
5626,OWEU01.976.1_13/21-362,SAMEA3708629,SAMEA3708629,S96
5627,OWEU01.976.1_12/63-344,SAMEA3708629,SAMEA3708629,NA
5628,UZTL01.19061.1_1/21-362,SAMN00792107,SAMN00792107,S96
5629,OWPP01.2167.1_3/21-362,SAMEA4378233,SAMEA4378233,S96
5630,OWPP01.2167.1_4/63-344,SAMEA4378233,SAMEA4378233,NA
5631,OWAF01.4610.1_4/20-361,SAMEA3708521,SAMEA3708521,S1014
5632,OWAF01.4023.1_6/21-362,SAMEA3708521,SAMEA3708521,S96
5633,OWAF01.4023.1_5/63-344,SAMEA3708521,SAMEA3708521,NA
5634,OWAF01.4610.1_5/4-418,SAMEA3708521,SAMEA3708521,S706
5635,ORVM01.5335.1_5/21-362,SAMEA2338782,NA,S96
5636,ORVM01.5335.1_4/63-344,SAMEA2338782,NA,NA
5637,ORVM01.67078.1_1/21-158,SAMEA2338782,NA,S1031
5638,ORSO01.3950.1_4/20-361,SAMEA2338806,NA,S303
5639,ORSO01.3950.1_3/6-418,SAMEA2338806,NA,S1156
5640,ORSO01.31147.1_1/1-134,SAMEA2338806,NA,NA
5641,USYO01.48899.1_1/25-353,SAMN06112070,SAMN06112070,S979
5642,USYO01.33029.1_1/4-391,SAMN06112070,SAMN06112070,S977
5643,USYO01.55552.1_1/19-331,SAMN06112070,SAMN06112070,S172
5644,USYO01.66946.1_1/21-262,SAMN06112070,SAMN06112070,NA
5645,OPCE01.12632.1_2/91-344,SAMEA2042572,NA,NA
5646,OYFG01.3927.1_2/5-198,SAMN06165581,30293054,S1028
5647,CABRJW01.89.1_8/21-362,SAMEA5851134,NA,S1613
5648,CABRJW01.89.1_9/62-343,SAMEA5851134,NA,S1736
5649,OWDI01.4010.1_5/20-361,SAMEA3708489,SAMEA3708489,S733
5650,OWDI01.4010.1_6/4-418,SAMEA3708489,SAMEA3708489,S953
5651,ULVR01.68722.1_1/8-224,SAMEA4835791,SAMEA4835791,NA
5652,QRJJ01.3.1_40/21-361,SAMN09734866,NA,S978
5653,QRJJ01.3.1_39/4-420,SAMN09734866,NA,S977
5654,ORUI01.28143.1_1/63-344,SAMEA2338828,NA,NA
5655,OWAV01.236.1_11/21-362,SAMEA3708467,SAMEA3708467,S96
5656,OWAV01.236.1_10/63-344,SAMEA3708467,SAMEA3708467,NA
5657,OWFF01.39165.1_1/7-125,SAMEA3708706,SAMEA3708706,NA
5658,ULSQ01.37719.1_1/4-418,SAMEA4835712,SAMEA4835712,S702
5659,ULSQ01.55438.1_1/5-203,SAMEA4835712,SAMEA4835712,NA
5660,ULSQ01.37719.1_2/19-196,SAMEA4835712,SAMEA4835712,S790
5661,UYCX01.51120.1_1/1-381,SAMEA2156714,SAMEA2156714,S562
5662,UYCX01.13954.1_1/3-177,SAMEA2156714,SAMEA2156714,NA
5663,OWHI01.2932.1_3/21-362,SAMEA3708480,SAMEA3708480,S113
5664,OWHI01.2932.1_4/63-344,SAMEA3708480,SAMEA3708480,NA
5665,OWHI01.35693.1_1/2-292,SAMEA3708480,SAMEA3708480,S1464
5666,CABUEN01.3.1_1/20-362,SAMEA5853440,NA,S627
5667,CABUEN01.13.1_56/20-362,SAMEA5853440,NA,S932
5668,OUQE01.3378.1_3/20-361,SAMN05194718,SAMN05194718,S1001
5669,OUQE01.3378.1_4/6-419,SAMN05194718,SAMN05194718,S343
5670,OURK01.5021.1_2/12-347,SAMN04329866,NA,S372
5671,OURK01.5021.1_1/3-316,SAMN04329866,NA,NA
5672,UXRC01.13702.1_3/20-361,SAMEA2143863,SAMEA2143863,S295
5673,UXRC01.13702.1_2/4-419,SAMEA2143863,SAMEA2143863,S336
5674,UXRC01.73693.1_2/1-197,SAMEA2143863,SAMEA2143863,NA
5675,UZKH01.17949.1_1/2-219,SAMN00715203,SAMN00715203,NA
5676,OYTD01.593.1_2/21-362,SAMN06165458,15487950,S97
5677,OYTD01.593.1_1/59-340,SAMN06165458,15487950,NA
5678,OYTD01.6854.1_2/15-151,SAMN06165458,15487950,NA
5679,OXLE01.9260.1_1/74-343,SAMN05826600,E016444,S1711
5680,OPXK01.21683.1_1/368-638,SAMEA2041933,NA,S556
5681,OURZ01.1423.1_14/21-362,SAMEA2338837,NA,
5682,OURZ01.1423.1_15/63-344,SAMEA2338837,NA,
5683,JAJXIK01.3.1_6/4-393,SAMN23483579,NA,
5684,JAJXIK01.3.1_7/20-359,SAMN23483579,NA,
5685,OYPA01.44.1_2/18-361,SAMN06165575,20192639,
5686,OYPA01.44.1_3/5-398,SAMN06165575,20192639,
5687,OYTQ01.1463.1_2/12-336,SAMN06165385,11715866,
5688,OWWO01.29765.1_1/8-181,SAMN05826989,P017671,
5689,ORCH01.3928.1_4/63-344,SAMN06115434,SAMN06115434,
5690,ORCH01.3928.1_5/10-308,SAMN06115434,SAMN06115434,
5691,UESF01.627.1_15/20-361,SAMN06115481,SAMN06115481,
5692,UESF01.32845.1_2/20-361,SAMN06115481,SAMN06115481,
5693,UESF01.627.1_14/4-418,SAMN06115481,SAMN06115481,
5694,UESF01.36678.1_1/59-310,SAMN06115481,SAMN06115481,
5695,UESF01.5214.1_2/6-239,SAMN06115481,SAMN06115481,
5696,UEQD01.1998.1_2/21-362,SAMN06115450,SAMN06115450,
5697,UEQD01.1998.1_1/63-344,SAMN06115450,SAMN06115450,
5698,OVMF01.12152.1_2/21-362,SAMN06016380,SAMN06016380,
5699,OVMF01.41032.1_1/1-210,SAMN06016380,SAMN06016380,
5700,OYRC01.838.1_2/43-433,SAMN06165615,40322749,
5701,OWUN01.41726.1_1/1-246,SAMN05827003,T014827,NA
5702,OWUN01.28119.1_1/21-236,SAMN05827003,T014827,
5703,OVLL01.16093.1_1/10-349,SAMN06016356,SAMN06016356,S762
5704,OVLL01.15821.1_1/35-393,SAMN06016356,SAMN06016356,S909
5705,UZMC01.24336.1_1/14-228,SAMN00715151,SAMN00715151,S1189
5706,OYSC01.532.1_2/18-361,SAMN06165450,14390583,S872
5707,OYSC01.532.1_3/5-398,SAMN06165450,14390583,S663
5708,OQLI01.14685.1_1/29-271,SAMD00036430,NA,NA
5709,OQLI01.14685.1_2/20-194,SAMD00036430,NA,S95
5710,OQLI01.14919.1_1/79-349,SAMD00036430,NA,S1738
5711,OYLI01.2123.1_2/1-225,SAMN06165465,16020939,NA
5712,ULUX01.5404.1_2/20-359,SAMEA4835773,SAMEA4835773,S1405
5713,ULUX01.13538.1_3/4-417,SAMEA4835773,SAMEA4835773,S907
5714,ULUX01.55533.1_1/8-197,SAMEA4835773,SAMEA4835773,S853
5715,OYTC01.1121.1_2/21-362,SAMN06165600,30826086,S96
5716,OYTC01.771.1_2/20-361,SAMN06165600,30826086,S1031
5717,OYTC01.771.1_1/9-400,SAMN06165600,30826086,NA
5718,OYTC01.1121.1_1/8-272,SAMN06165600,30826086,NA
5719,OYTC01.3747.1_2/2-284,SAMN06165600,30826086,S374
5720,OYTC01.9001.1_1/7-209,SAMN06165600,30826086,S372
5721,JAJCNT01.4.1_53/8-336,SAMN22167407,NA,S1242
5722,JAJCNT01.4.1_54/4-307,SAMN22167407,NA,S1173
5723,OYPG01.174.1_1/21-362,SAMN06165516,18706034,S96
5724,OYPG01.174.1_2/63-344,SAMN06165516,18706034,NA
5725,OYPG01.1522.1_1/4-305,SAMN06165516,18706034,S704
5726,CAAEKN01.551.1_2/21-361,SAMEA5279738,NA,S978
5727,CAAEKN01.551.1_1/4-420,SAMEA5279738,NA,S977
5728,OWDR01.72590.1_1/1-179,SAMEA3708574,SAMEA3708574,NA
5729,OWDR01.67007.1_1/7-127,SAMEA3708574,SAMEA3708574,NA
5730,OWDR01.18161.1_1/23-155,SAMEA3708574,SAMEA3708574,S1739
5731,ULRO01.1297.1_3/20-361,SAMEA4835682,SAMEA4835682,S295
5732,ULRO01.79661.1_1/4-217,SAMEA4835682,SAMEA4835682,NA
5733,UXSB01.7442.1_3/21-362,SAMEA2148755,SAMEA2148755,S96
5734,UXSB01.7442.1_2/63-344,SAMEA2148755,SAMEA2148755,NA
5735,UXTT01.7355.1_1/10-351,SAMEA1969417,SAMEA1969417,S853
5736,UXTT01.11468.1_1/1-322,SAMEA1969417,SAMEA1969417,S304
5737,UXTT01.10357.1_1/5-344,SAMEA1969417,SAMEA1969417,NA
5738,ULNQ01.42438.1_1/2-214,SAMEA4835580,SAMEA4835580,NA
5739,OYOB01.4868.1_1/64-355,SAMN06165557,19745900,NA
5740,OYOB01.7110.1_2/21-217,SAMN06165557,19745900,NA
5741,OQUP01.111539.1_2/12-198,SAMN06018973,NA,NA
5742,OQUP01.139684.1_1/5-136,SAMN06018973,NA,S1733
5743,OYOX01.493.1_2/9-336,SAMN06165521,18754574,S305
5744,OYOX01.1033.1_1/63-258,SAMN06165521,18754574,NA
5745,ORVX01.1729.1_9/18-361,SAMEA2338827,NA,S872
5746,ORVX01.20491.1_2/63-344,SAMEA2338827,NA,NA
5747,ORVX01.44943.1_1/6-317,SAMEA2338827,NA,NA
5748,ORVX01.1729.1_8/5-398,SAMEA2338827,NA,S663
5749,OYMN01.130.1_2/20-361,SAMN06165439,14040721,S298
5750,OYMN01.130.1_3/4-420,SAMN06165439,14040721,S705
5751,OYST01.254.1_2/12-200,SAMN06165522,18754574,NA
5752,OYST01.254.1_1/21-206,SAMN06165522,18754574,NA
5753,OQSR01.382.1_34/18-361,SAMN05214691,SAMN05214691,S877
5754,OQSR01.382.1_33/5-398,SAMN05214691,SAMN05214691,S667
5755,OQSR01.32027.1_2/25-274,SAMN05214691,SAMN05214691,S1559
5756,OVSW01.29930.1_1/1-288,SAMN06016367,SAMN06016367,NA
5757,OVSW01.48254.1_1/8-205,SAMN06016367,SAMN06016367,NA
5758,UEQB01.395.1_17/21-362,SAMN06115405,SAMN06115405,S96
5759,UEQB01.395.1_16/63-344,SAMN06115405,SAMN06115405,NA
5760,UEQB01.63348.1_1/2-211,SAMN06115405,SAMN06115405,S1560
5761,ORTU01.3848.1_7/21-362,SAMEA2338847,NA,S96
5762,ORTU01.3848.1_6/63-344,SAMEA2338847,NA,NA
5763,ORBR01.108.1_61/6-418,SAMN04158619,NA,S535
5764,ORBR01.108.1_65/4-418,SAMN04158619,NA,S536
5765,JAGZFK01.3.1_75/21-362,SAMN17800787,NA,S96
5766,JAGZFK01.3.1_76/63-344,SAMN17800787,NA,NA
5767,CAAEVQ01.7.1_6/12-350,SAMEA5278294,NA,S1569
5768,CAAEVQ01.7.1_5/5-372,SAMEA5278294,NA,S1294
5769,OZDD01.18100.1_1/9-220,SAMN06165083,40930194,S886
5770,UZVK01.12046.1_1/20-354,SAMN00792055,SAMN00792055,S306
5771,UZVK01.12046.1_2/6-418,SAMN00792055,SAMN00792055,S563
5772,OWUB01.4969.1_1/20-361,SAMN05827069,P003173,S307
5773,OWUB01.4969.1_2/4-420,SAMN05827069,P003173,S406
5774,OWFR01.31119.1_1/20-194,SAMEA3708616,SAMEA3708616,NA
5775,USVC01.8693.1_2/6-377,SAMN06112046,SAMN06112046,S1336
5776,USVC01.13581.1_6/1-278,SAMN06112046,SAMN06112046,S1230
5777,OYKX01.542.1_1/23-367,SAMN06165433,13241014,S1031
5778,OYKX01.1004.1_1/45-292,SAMN06165433,13241014,S223
5779,OYOQ01.3964.1_1/2-187,SAMN06165415,12656695,NA
5780,OVTO01.14537.1_1/19-360,SAMN06016362,SAMN06016362,S96
5781,OVTO01.31889.1_1/4-202,SAMN06016362,SAMN06016362,NA
5782,ULRK01.62280.1_1/2-331,SAMEA4835680,SAMEA4835680,NA
5783,ULRK01.5794.1_1/3-191,SAMEA4835680,SAMEA4835680,NA
5784,OYNZ01.387.1_2/18-361,SAMN06165449,14390583,S872
5785,OYNZ01.387.1_1/5-398,SAMN06165449,14390583,S663
5786,OYNZ01.4949.1_2/17-163,SAMN06165449,14390583,NA
5787,UEQL01.1.1_85/20-361,SAMN06115531,SAMN06115531,S296
5788,UEQL01.1.1_89/20-361,SAMN06115531,SAMN06115531,S282
5789,UEQL01.1.1_90/4-418,SAMN06115531,SAMN06115531,S554
5790,UEQL01.1.1_86/6-418,SAMN06115531,SAMN06115531,S554
5791,UAMZ01.11336.1_1/9-347,SAMN06164612,14040721,S291
5792,UAMZ01.15915.1_1/47-291,SAMN06164612,14040721,NA
5793,ULQS01.689.1_2/5-255,SAMEA4835662,SAMEA4835662,NA
5794,ULQS01.73909.1_1/1-199,SAMEA4835662,SAMEA4835662,NA
5795,OYIQ01.2277.1_1/43-323,SAMN06165352,10598702,NA
5796,OYIQ01.8164.1_1/9-188,SAMN06165352,10598702,NA
5797,OYIQ01.7731.1_2/2-104,SAMN06165352,10598702,NA
5798,JAJXFA01.3.1_11/20-360,SAMN23483491,NA,S1740
5799,JAJXFA01.3.1_12/4-341,SAMN23483491,NA,S1555
5800,OYSD01.76.1_1/12-336,SAMN06165386,11715866,S1141
5801,OYSD01.76.1_2/5-372,SAMN06165386,11715866,S986
5802,UXRI01.5444.1_6/21-359,SAMEA2155758,SAMEA2155758,S1406
5803,UXRI01.5444.1_5/4-420,SAMEA2155758,SAMEA2155758,S1556
5804,UXRI01.30551.1_3/4-241,SAMEA2155758,SAMEA2155758,S907
5805,UXRI01.3875.1_1/5-141,SAMEA2155758,SAMEA2155758,NA
5806,OROY01.6073.1_6/21-362,SAMEA2338765,NA,S96
5807,OROY01.6073.1_5/63-344,SAMEA2338765,NA,NA
5808,OYMC01.562.1_4/12-336,SAMN06165358,10650433,S1142
5809,OYMC01.562.1_5/5-372,SAMN06165358,10650433,S987
5810,OYMC01.5092.1_1/40-274,SAMN06165358,10650433,NA
5811,OQCB01.6978.1_3/21-362,SAMD00036229,NA,S96
5812,UAOZ01.20966.1_1/4-218,SAMN06164854,18817057,NA
5813,OYWO01.18733.1_1/6-283,SAMN06164906,19702233,NA
5814,QAMY01.75.1_12/21-364,SAMN08295037,NA,S853
5815,QAMY01.75.1_11/4-417,SAMN08295037,NA,S907
5816,USWW01.23604.1_2/21-362,SAMN06112016,SAMN06112016,S96
5817,USWW01.41.1_55/18-361,SAMN06112016,SAMN06112016,S877
5818,USWW01.23604.1_1/6-320,SAMN06112016,SAMN06112016,NA
5819,USWW01.41.1_56/6-327,SAMN06112016,SAMN06112016,NA
5820,CABRQI01.33.1_5/21-362,SAMEA5851336,NA,S1741
5821,CABRQI01.33.1_6/8-344,SAMEA5851336,NA,S1742
5822,UPDY01.1897.1_7/21-362,SAMEA2737721,NA,S96
5823,UPDY01.1897.1_6/63-344,SAMEA2737721,NA,NA
5824,ULQC01.92921.1_1/2-286,SAMEA4835645,SAMEA4835645,NA
5825,ULQC01.40276.1_5/2-182,SAMEA4835645,SAMEA4835645,NA
5826,OYSI01.1166.1_1/20-363,SAMN06165623,40550164,S1050
5827,OYSI01.3862.1_1/1-184,SAMN06165623,40550164,S1570
5828,OYPX01.3399.1_1/1-203,SAMN06165561,19919818,S1571
5829,OYPX01.5925.1_1/5-177,SAMN06165561,19919818,S1572
5830,UEQK01.2405.1_1/21-362,SAMN06115485,SAMN06115485,S96
5831,UEQK01.2405.1_2/63-344,SAMN06115485,SAMN06115485,NA
5832,OPZZ01.7111.1_3/9-219,SAMD00036241,NA,S1259
5833,JABLYP01.41.1_14/21-362,SAMN14944912,NA,S96
5834,JABLYP01.41.1_13/63-344,SAMN14944912,NA,NA
5835,OVYB01.314.1_11/21-362,SAMEA3708556,SAMEA3708556,S96
5836,OVYB01.314.1_10/63-344,SAMEA3708556,SAMEA3708556,NA
5837,OWBR01.2973.1_4/10-349,SAMEA3708639,SAMEA3708639,S97
5838,OWBR01.2973.1_5/55-389,SAMEA3708639,SAMEA3708639,S222
5839,UMIQ01.7028.1_2/5-210,SAMEA4836129,SAMEA4836129,NA
5840,UEOD01.19444.1_1/59-252,SAMN06115526,SAMN06115526,NA
5841,UEOD01.25847.1_1/1-225,SAMN06115526,SAMN06115526,S1392
5842,UXQN01.28851.1_2/6-419,SAMEA2162036,SAMEA2162036,S340
5843,OWFN01.716.1_14/21-362,SAMEA3708647,SAMEA3708647,S97
5844,OWFN01.716.1_15/63-344,SAMEA3708647,SAMEA3708647,NA
5845,OYFR01.337.1_1/21-362,SAMN06165659,60148502,S97
5846,OYFR01.337.1_2/63-344,SAMN06165659,60148502,NA
5847,OYFR01.6796.1_1/9-178,SAMN06165659,60148502,NA
5848,OWAH01.679.1_21/21-362,SAMEA3708601,SAMEA3708601,S96
5849,OWAH01.679.1_22/63-344,SAMEA3708601,SAMEA3708601,NA
5850,OWAH01.42258.1_1/4-217,SAMEA3708601,SAMEA3708601,NA
5851,OWAH01.53685.1_1/1-179,SAMEA3708601,SAMEA3708601,S1577
5852,UPCO01.781.1_20/21-362,SAMEA2737710,NA,S96
5853,UPCO01.781.1_21/63-344,SAMEA2737710,NA,NA
5854,OYLS01.240.1_2/20-361,SAMN06165523,18912764,S295
5855,OYLS01.240.1_3/9-272,SAMN06165523,18912764,S815
5856,OYLU01.1158.1_1/63-375,SAMN06165505,18184323,NA
5857,OYMU01.1024.1_4/12-336,SAMN06165579,30293054,S1028
5858,OYMU01.1024.1_5/5-372,SAMN06165579,30293054,S1428
5859,OYMU01.1319.1_1/21-362,SAMN06165579,30293054,S96
5860,OYMU01.1319.1_2/63-344,SAMN06165579,30293054,NA
5861,ORRI01.13236.1_3/4-207,SAMEA2338623,SAMEA2338623,S1743
5862,ORRI01.41046.1_1/2-177,SAMEA2338623,SAMEA2338623,S989
5863,OVMK01.23643.1_1/14-340,SAMN06016420,SAMN06016420,S114
5864,OVMK01.33488.1_1/44-248,SAMN06016420,SAMN06016420,S1580
5865,UZUS01.2318.1_2/21-362,SAMN00792079,SAMN00792079,S96
5866,UZUS01.1452.1_15/18-361,SAMN00792079,SAMN00792079,S872
5867,UZUS01.1452.1_14/5-398,SAMN00792079,SAMN00792079,S661
5868,UZUS01.2318.1_1/17-315,SAMN00792079,SAMN00792079,NA
5869,OVSX01.14992.1_1/5-372,SAMN06016334,SAMN06016334,S1336
5870,OVSX01.68769.1_1/22-159,SAMN06016334,SAMN06016334,S1744
5871,OVSX01.14992.1_2/12-217,SAMN06016334,SAMN06016334,NA
5872,OVSX01.54276.1_1/4-207,SAMN06016334,SAMN06016334,NA
5873,OVLV01.5272.1_2/20-362,SAMN06016341,SAMN06016341,S763
5874,OVLV01.2220.1_4/4-421,SAMN06016341,SAMN06016341,S707
5875,OVLV01.5272.1_3/12-199,SAMN06016341,SAMN06016341,S1581
5876,OQPY01.9861.1_3/2-207,SAMN02712136,B,S764
5877,UMIP01.2713.1_2/20-361,SAMEA4836117,SAMEA4836117,S996
5878,UMIP01.24371.1_4/20-361,SAMEA4836117,SAMEA4836117,S308
5879,UMIP01.4942.1_5/21-362,SAMEA4836117,SAMEA4836117,S96
5880,UMIP01.67128.1_3/20-363,SAMEA4836117,SAMEA4836117,S854
5881,UMIP01.67128.1_2/4-417,SAMEA4836117,SAMEA4836117,S907
5882,UMIP01.4942.1_6/63-344,SAMEA4836117,SAMEA4836117,NA
5883,USVT01.9281.1_1/21-362,SAMN06112019,SAMN06112019,S96
5884,USVT01.9281.1_2/63-392,SAMN06112019,SAMN06112019,NA
5885,OYCY01.33916.1_1/4-220,SAMN06164763,17090904,S1745
5886,ORJY01.597.1_4/12-336,SAMN04329851,NA,S1201
5887,ORJY01.597.1_5/8-316,SAMN04329851,NA,NA
5888,OVTF01.3900.1_2/3-312,SAMN06016412,SAMN06016412,NA
5889,OVTF01.23111.1_1/63-317,SAMN06016412,SAMN06016412,NA
5890,OYSA01.674.1_3/12-347,SAMN06165528,19061811,S372
5891,OYSA01.674.1_2/5-403,SAMN06165528,19061811,S369
5892,OYSA01.581.1_1/21-362,SAMN06165528,19061811,S1592
5893,OYSA01.1705.1_2/20-363,SAMN06165528,19061811,S1050
5894,OYSA01.474.1_2/20-361,SAMN06165528,19061811,S1031
5895,OYSA01.581.1_2/98-430,SAMN06165528,19061811,S1112
5896,OYSA01.474.1_3/89-480,SAMN06165528,19061811,S133
5897,OYKN01.179.1_2/61-342,SAMN06165573,20069333,NA
5898,OYKN01.179.1_1/21-325,SAMN06165573,20069333,S115
5899,ORQK01.22490.1_1/1-272,SAMEA2338669,NA,NA
5900,OQQH01.30758.1_1/21-362,SAMN02712190,NA,S97
5901,OQQH01.83241.1_1/1-198,SAMN02712190,NA,NA
5902,OWSB01.1638.1_13/12-350,SAMEA4378313,SAMEA4378313,S1491
5903,OWSB01.1638.1_14/5-372,SAMEA4378313,SAMEA4378313,S1416
5904,OWSB01.141.1_38/18-361,SAMEA4378313,SAMEA4378313,S877
5905,OWSB01.141.1_37/5-398,SAMEA4378313,SAMEA4378313,S645
5906,OYWU01.53823.1_1/2-181,SAMN06165043,40322749,NA
5907,OPUS01.12942.1_2/192-512,SAMEA2043042,NA,NA
5908,OPUS01.12942.1_1/19-189,SAMEA2043042,NA,S840
5909,UPSX01.8822.1_3/26-350,SAMN06112033,SAMN06112033,S96
5910,UPSX01.18928.1_1/63-344,SAMN06112033,SAMN06112033,NA
5911,OWBS01.2427.1_2/21-362,SAMEA3708483,SAMEA3708483,S96
5912,OWBS01.2427.1_1/2-212,SAMEA3708483,SAMEA3708483,NA
5913,UPEH01.6792.1_3/21-362,SAMEA2737704,NA,S96
5914,UPXA01.30733.1_1/20-361,SAMN06112028,SAMN06112028,S281
5915,UPXA01.14720.1_1/4-419,SAMN06112028,SAMN06112028,S708
5916,UPXA01.14720.1_2/20-211,SAMN06112028,SAMN06112028,S841
5917,UYCP01.55456.1_2/16-340,SAMEA2153852,SAMEA2153852,S924
5918,UYCG01.10763.1_6/12-350,SAMEA2150726,SAMEA2150726,S1278
5919,UYCG01.19127.1_2/20-361,SAMEA2150726,SAMEA2150726,S1068
5920,UYCG01.10763.1_7/5-372,SAMEA2150726,SAMEA2150726,S1295
5921,UYCG01.19127.1_1/3-247,SAMEA2150726,SAMEA2150726,NA
5922,UYFS01.6872.1_2/20-361,SAMEA2149794,SAMEA2149794,S1015
5923,UYFS01.6872.1_3/4-418,SAMEA2149794,SAMEA2149794,S709
5924,UYFS01.37260.1_2/1-239,SAMEA2149794,SAMEA2149794,S1126
5925,UYFS01.44921.1_2/1-171,SAMEA2149794,SAMEA2149794,NA
5926,OYFM01.277.1_2/18-361,SAMN06165450,14390583,S872
5927,OYFM01.277.1_3/5-398,SAMN06165450,14390583,S663
5928,OYKW01.1978.1_1/4-216,SAMN06165718,72164642,S1596
5929,OYKW01.2174.1_2/8-146,SAMN06165718,72164642,S1746
5930,UMGZ01.75693.1_3/18-361,SAMEA4836087,SAMEA4836087,S872
5931,UMGZ01.72067.1_1/63-344,SAMEA4836087,SAMEA4836087,NA
5932,UMGZ01.75693.1_4/15-315,SAMEA4836087,SAMEA4836087,NA
5933,UMGZ01.56983.1_1/1-301,SAMEA4836087,SAMEA4836087,NA
5934,OYRF01.3096.1_1/1-207,SAMN06165360,11188967,NA
5935,OVSU01.16759.1_1/64-394,SAMN06016348,SAMN06016348,NA
5936,ULSV01.33478.1_3/21-362,SAMEA4835717,SAMEA4835717,S116
5937,ULSV01.33478.1_4/63-344,SAMEA4835717,SAMEA4835717,NA
5938,UXRU01.2831.1_8/5-398,SAMEA2155093,SAMEA2155093,S667
5939,CABSVB01.21.1_17/18-361,SAMEA5852460,NA,S877
5940,CABSVB01.21.1_16/5-398,SAMEA5852460,NA,S667
5941,UEYI01.9754.1_1/21-361,SAMN06115521,SAMN06115521,S96
5942,UEYI01.16060.1_2/20-361,SAMN06115521,SAMN06115521,S295
5943,UEYI01.9815.1_3/21-364,SAMN06115521,SAMN06115521,S853
5944,UEYI01.9754.1_2/63-344,SAMN06115521,SAMN06115521,NA
5945,UEYI01.16060.1_1/19-338,SAMN06115521,SAMN06115521,NA
5946,UEYI01.9815.1_4/8-224,SAMN06115521,SAMN06115521,NA
